16,2:-4, -12, -8, -2, -14, -8, -20
5,-11:-4, -12, -8, -2, -14, -8, -18
5,-11:-4, -12, -8, -2, -14, -8, -16
10,-15:-4, -6, 6, -8, -12, 6, -4
14,-18:-4, 2, 0, -8, 4, -22, -22
14,-18:-4, 2, 0, -8, 4, -22, -20
3,-7:-4, 2, 6, -8, 6, -2, -14
3,-7:-4, 2, 6, -8, 6, -2, -12
3,-7:-4, 2, 6, -8, 6, -2, -10
-16,18:-4, -14, 10, 10, 2, 6, 2, 28
5,-11:-4, -12, -8, -2, -14, -8, -12, -12
5,-11:-4, -12, -8, -2, -14, -8, -12, -8
5,-11:-4, -12, -8, -2, -14, -8, -10, -12
5,-11:-4, -12, -8, -2, -14, -8, -6, -10
5,-11:-4, -12, -8, -2, -14, -8, -6, -8
5,-11:-4, -12, -8, -2, -14, -8, -6, -6
4,-7:-4, -12, -4, -4, -10, -18, -8, 6
16,-22:-4, -6, -8, -4, -14, -2, -28, -28
16,-22:-4, -6, -8, -4, -14, -2, -28, -26
4,-5:-4, -6, 0, -2, -30, -4, 2, 0
4,-5:-4, -6, 0, -2, -30, -4, 2, 2
24,-1:-4, -6, 0, -2, -14, -20, -14, -16
24,-1:-4, -6, 0, -2, -14, -20, -14, -14
10,-15:-4, -6, 6, -8, -12, -4, -12, 2
10,-15:-4, -6, 6, -8, -12, -4, 2, -12
13,-14:-4, -6, 6, -8, -12, 6, -4, -22
-1,9:-4, -6, 6, 10, -14, -4, -2, -4
-1,9:-4, -6, 6, 10, -14, -4, -2, 0
14,-18:-4, 2, 0, -8, 4, -22, -16, -22
14,-18:-4, 2, 0, -8, 4, -22, -16, -20
14,-18:-4, 2, 0, -8, 4, -22, -16, -18
14,-18:-4, 2, 0, -8, 4, -18, -12, -22
14,-18:-4, 2, 0, -8, 4, -18, -12, -20
3,-7:-4, 2, 6, -8, 6, -2, -6, -12
3,-7:-4, 2, 6, -8, 6, -2, -6, -10
3,-7:-4, 2, 6, -8, 6, -2, -6, -8
3,1:-4, 4, -10, 2, -16, -10, -6, -10
-3,13:6, 6, -4, -4, 2, 6, -6, 12
-3,13:6, 6, -4, -4, 2, 6, 12, -6
-3,13:6, 6, -4, -4, 2, 6, 12, -4
-3,13:6, 6, -4, -4, 2, 6, 12, -2
1,-1:6, 6, -2, -4, -4, -10, -18, 16
1,-1:6, 6, -2, -4, -4, -10, 16, -18
1,-1:6, 6, -2, -4, -4, -10, 16, -14
-1,1:6, 6, -2, -4, 4, -2, 8, 14
1,-1:6, 6, 8, -4, -4, -10, -18, 6
1,-1:6, 6, 8, -4, -4, -10, -18, 16
19,10:-4, -6, 6, 0, 14, 0, -4, 2, 6, -4, -2
19,10:-4, -6, 6, 0, 14, 0, -4, 2, 6, -4, 0
19,10:-4, -6, 6, 0, 14, 0, -4, 2, 6, -4, 2
17,9:-4, -6, 6, 4, -8, -2, -16, -6, -14, -6, -6
4,-4:-4, -6, 6, 4, -2, -26, -14, 0, -2, 4, 2
9,-5:-4, -6, 6, 4, 10, 2, -16, -16, -22, -30, -8
9,-5:-4, -6, 6, 4, 10, 2, -16, -16, -22, -30, -6
9,-5:-4, -6, 6, 4, 10, 2, -16, -16, -22, -30, -4
6,3:-4, -6, 6, 6, 2, -8, -12, -20, 12, 0, -2
6,-2:-4, -6, 6, 6, 2, 12, 2, -8, -16, 4, 0
-3,9:-4, -6, 6, 6, 12, 6, 10, 10, 4, -4, -14
-3,9:-4, -6, 6, 6, 12, 6, 10, 10, 4, -4, -4
-2,-3:-4, -6, 6, 6, 12, 18, 4, 8, 6, 8, -14
-2,-3:-4, -6, 6, 6, 12, 18, 4, 8, 6, 8, -4
-1,9:-4, -6, 6, 10, -14, -4, -12, -8, -20, -16, -2
1,7:-4, -6, 6, 10, -14, -4, -12, -8, -20, -16, 0
-1,9:-4, -6, 6, 10, -14, -4, -12, -8, -20, -2, -16
-1,9:-4, -6, 6, 10, -14, -4, -12, -8, -20, -2, -14
1,7:-4, -6, 6, 10, -14, -4, -12, -8, -20, 0, -16
1,7:-4, -6, 6, 10, -14, -4, -12, -8, -20, 0, -14
1,7:-4, -6, 6, 10, -14, -4, -12, -8, 0, -2, -16
-1,9:-4, -6, 6, 10, -14, -4, -12, -2, -8, -2, -16
-1,4:-4, -6, 6, 10, -14, 12, -2, -6, -4, 14, 12
-1,4:-4, -6, 6, 10, -14, 12, -2, -6, 14, 12, -4
-4,-1:-4, -6, 6, 10, -14, 12, 2, 22, 12, -10, 6
-4,-1:-4, -6, 6, 10, -14, 12, 2, 22, 12, -10, 10
-4,-1:-4, -6, 6, 10, -14, 12, 2, 22, 12, -10, 16
-4,-1:-4, -6, 6, 10, -14, 12, 2, 22, 12, 6, -10
6,-1:-4, -6, 6, 10, -14, 12, 16, 0, -2, 8, 22
6,-1:-4, -6, 6, 10, -14, 12, 16, 0, -2, 8, 26
6,-1:-4, -6, 6, 10, -14, 12, 16, 0, -2, 22, 8
6,-1:-4, -6, 6, 10, -14, 12, 16, 0, -2, 22, 10
6,-1:-4, -6, 6, 10, -14, 12, 16, 0, -2, 22, 12
6,-1:-4, -6, 6, 10, -14, 12, 16, 0, 8, 22, -2
3,-2:-4, -6, 6, 10, -14, 12, 16, 0, 8, 24, 28
3,-2:-4, -6, 6, 10, -14, 12, 16, 0, 8, 24, 30
3,-2:-4, -6, 6, 10, -14, 12, 16, 0, 8, 24, 32
3,-2:-4, -6, 6, 10, -14, 12, 16, 0, 16, 22, 10
3,-2:-4, -6, 6, 10, -14, 12, 16, 0, 16, 22, 12
3,-2:-4, -6, 6, 10, -14, 12, 16, 0, 16, 22, 14
0,-3:-4, -6, 6, 10, -14, 12, 16, 6, 4, 22, 12
0,-3:-4, -6, 6, 10, -14, 12, 16, 16, 6, 22, 8
0,-3:-4, -6, 6, 10, -14, 12, 16, 16, 6, 22, 10
0,-3:-4, -6, 6, 10, -14, 12, 16, 16, 6, 22, 12
6,-3:-4, -6, 6, 10, -10, -14, 12, 4, 4, 4, -2
0,-3:-4, -6, 6, 10, -10, -14, 12, 16, 8, 22, -12
0,-3:-4, -6, 6, 10, -10, -14, 12, 16, 8, 22, -10
0,-3:-4, -6, 6, 10, -10, -14, 12, 16, 8, 22, -8
3,2:-4, -6, 6, 10, -10, 0, -4, -12, 10, -10, -10
3,2:-4, -6, 6, 10, -10, 0, -4, -12, 10, -10, -8
3,2:-4, -6, 6, 10, -10, 0, -4, -12, 10, -10, -6
3,8:-4, -6, 6, 10, -10, 0, 2, -4, -14, -10, -4
7,5:-4, -6, 6, 10, -10, 0, 2, -4, -14, -10, 6
3,8:-4, -6, 6, 10, -10, 0, 2, -4, -14, -4, -10
7,5:-4, -6, 6, 10, -10, 0, 2, -4, -14, 6, -10
4,-5:-4, -6, 6, 10, -10, 2, 2, -6, -12, -20, -28
4,-5:-4, -6, 6, 10, -10, 2, 2, -6, -12, -20, -24
7,-4:-4, -6, 6, 10, -10, 2, 2, -6, -12, -6, -24
-6,11:-4, -6, 6, 10, -10, 2, 2, -4, -10, 4, 6
-6,11:-4, -6, 6, 10, -10, 2, 2, -4, -10, 4, 8
-6,11:-4, -6, 6, 10, -10, 2, 2, -4, 4, 6, -10
-6,11:-4, -6, 6, 10, -10, 2, 2, -4, 4, 6, -8
-6,11:-4, -6, 6, 10, -10, 2, 2, -4, 4, 6, -6
10,-4:-4, -6, 6, 10, -6, -16, -16, -22, -30, -4, 2
10,-4:-4, -6, 6, 10, -6, -16, -16, -22, -30, -2, 6
10,-4:-4, -6, 6, 10, -6, -16, -16, -22, -30, -2, 8
10,-4:-4, -6, 6, 10, -6, -16, -16, -22, -30, -2, 10
10,-4:-4, -6, 6, 10, -6, -16, -16, -22, -30, 6, -2
10,-4:-4, -6, 6, 10, -6, -16, -16, -22, -30, 6, 2
10,-4:-4, -6, 6, 10, -6, -16, -16, -22, -28, 2, -24
10,-4:-4, -6, 6, 10, -6, -16, -16, -22, -28, 2, -22
10,-4:-4, -6, 6, 10, -6, -16, -16, -22, -28, 2, -20
17,0:-4, -6, 6, 10, -6, -2, 12, 22, -10, -12, 12
17,0:-4, -6, 6, 10, -6, -2, 12, 22, -10, -12, 14
17,0:-4, -6, 6, 10, -6, -2, 12, 22, -10, -12, 16
17,0:-4, -6, 6, 10, -6, -2, 12, 22, -10, 12, -12
14,-1:-4, -6, 6, 10, -6, -2, 12, 22, -10, 20, 14
14,-1:-4, -6, 6, 10, -6, -2, 12, 22, -10, 20, 16
14,-1:-4, -6, 6, 10, -6, -2, 12, 22, -10, 20, 18
11,-2:-4, -6, 6, 10, -6, -2, 12, 22, 20, 10, 12
11,-2:-4, -6, 6, 10, -6, -2, 12, 22, 20, 10, 14
11,-2:-4, -6, 6, 10, -6, -2, 12, 22, 20, 10, 16
11,2:-4, -6, 6, 10, -4, -6, 12, 2, 2, -2, 2
11,2:-4, -6, 6, 10, -4, -6, 12, 2, 2, -2, 8
-9,10:-4, -6, 6, 10, -4, 12, 4, 22, 0, -8, 10
-9,10:-4, -6, 6, 10, -4, 12, 4, 22, 0, 10, -8
0,-3:-4, -6, 6, 10, 0, 12, 14, 2, 10, -20, 14
0,-3:-4, -6, 6, 10, 0, 12, 14, 2, 10, -20, 22
0,-3:-4, -6, 6, 10, 0, 12, 14, 2, 10, 14, -20
0,-3:-4, -6, 6, 10, 0, 12, 14, 2, 10, 14, -14
-4,6:-4, -6, 6, 10, 12, -6, 4, 2, -4, -2, 20
-4,6:-4, -6, 6, 10, 12, -6, 4, 2, -4, 16, -2
29,10:-4, 2, 0, -8, -16, -12, 4, -10, -14, -8, -10
29,10:-4, 2, 0, -8, -16, -12, 4, -10, -14, -8, -8
9,-5:-4, 2, 0, -8, -14, -16, -16, -22, -30, 4, -4
5,-7:-4, 2, 0, -8, -14, -14, 4, -18, -16, 0, -16
5,-7:-4, 2, 0, -8, -14, -14, 4, -18, -12, 0, -16
5,-7:-4, 2, 0, -8, -14, -14, 4, -18, -12, 0, -14
5,-7:-4, 2, 0, -8, -14, -14, 4, -14, -4, 6, 0
5,-7:-4, 2, 0, -8, -14, -14, 4, -14, -4, 6, 2
5,-7:-4, 2, 0, -8, -14, -14, 4, -14, -4, 6, 4
5,-7:-4, 2, 0, -8, -14, -14, 4, -14, 6, 8, 0
19,15:-4, 2, 0, -8, -14, -14, 4, -4, -4, -12, -12
-3,4:-4, 2, 0, -8, -4, -16, -16, -2, 6, -10, -16
-3,4:-4, 2, 0, -8, -4, -16, -16, -2, 6, -10, -14
-3,4:-4, 2, 0, -8, -4, -16, -16, -2, 6, -10, -12
-3,4:-4, 2, 0, -8, -4, -16, -16, -2, 6, -8, -18
-3,4:-4, 2, 0, -8, -4, -16, -16, -2, 6, -8, -16
-3,4:-4, 2, 0, -8, -4, -16, -16, -2, 6, -8, -10
-3,4:-4, 2, 0, -8, -4, -16, -2, -20, 6, -8, -20
-3,4:-4, 2, 0, -8, -4, -16, -2, -20, 6, -8, -18
-3,4:-4, 2, 0, -8, -4, -16, -2, -20, 6, -8, -16
-3,4:-4, 2, 0, -8, -4, -16, -2, -14, -14, 6, -10
-3,4:-4, 2, 0, -8, -4, -16, -2, -14, -14, 6, -8
-3,4:-4, 2, 0, -8, -4, -16, -2, -14, -14, 6, -6
0,5:-4, 2, 0, -8, -4, -16, -2, -14, -12, 6, 10
0,5:-4, 2, 0, -8, -4, -16, -2, -14, 6, 10, -12
0,5:-4, 2, 0, -8, -4, -16, -2, -14, 6, 10, -8
-3,4:-4, 2, 0, -8, -4, -16, -2, 6, -8, -10, -12
-3,4:-4, 2, 0, -8, -4, -16, -2, 6, -8, -10, -4
0,5:-4, 2, 0, -8, -4, -16, -2, 6, -8, 10, -14
-3,4:-4, 2, 0, -8, -4, -16, -2, 6, -6, -14, -4
-3,4:-4, 2, 0, -8, -4, -16, -2, 6, -6, -12, -6
-3,4:-4, 2, 0, -8, -4, -16, -2, 6, -6, -12, -4
-3,4:-4, 2, 0, -8, -4, -16, -2, 6, -6, -12, -2
-3,4:-4, 2, 0, -8, -4, -16, -2, 6, -6, -4, -14
-1,-5:-4, 2, 0, -8, -4, -2, -14, -10, 4, 0, 8
-1,-5:-4, 2, 0, -8, -4, -2, -14, -8, -8, 8, -6
-1,-5:-4, 2, 0, -8, -4, -2, -14, -8, -8, 8, -4
-1,-5:-4, 2, 0, -8, -4, -2, -14, -8, -8, 8, -2
-1,-5:-4, 2, 0, -8, -4, -2, -14, -8, 2, 6, 0
-1,-5:-4, 2, 0, -8, -4, -2, -14, -8, 2, 6, 2
-1,-5:-4, 2, 0, -8, -4, -2, -14, -8, 2, 6, 4
-1,-5:-4, 2, 0, -8, -4, -2, -14, -2, -2, -2, 8
-1,-5:-4, 2, 0, -8, -4, -2, -14, -2, -2, -2, 10
-1,-5:-4, 2, 0, -8, -4, -2, -14, -2, -2, -2, 12
-1,-5:-4, 2, 0, -8, -4, -2, -14, -2, -2, 6, 0
-1,-5:-4, 2, 0, -8, -4, -2, -14, -2, -2, 6, 4
-1,-5:-4, 2, 0, -8, -4, -2, -14, -2, -2, 6, 10
-1,-5:-4, 2, 0, -8, -4, -2, -14, -2, -2, 8, -2
-1,-5:-4, 2, 0, -8, -4, -2, -14, -2, -2, 8, 0
-1,-5:-4, 2, 0, -8, -4, -2, -14, -2, -2, 8, 2
-1,-5:-4, 2, 0, -8, -4, -2, -14, 0, -8, -14, -6
-1,-5:-4, 2, 0, -8, -4, -2, -14, 0, -8, -14, -4
-1,-5:-4, 2, 0, -8, -4, -2, -14, 0, -8, -14, -2
-1,-5:-4, 2, 0, -8, -4, -2, -14, 0, -8, -6, -14
-1,-5:-4, 2, 0, -8, -4, -2, -14, 0, -8, -6, -6
-1,-5:-4, 2, 0, -8, -4, -2, -14, 0, -6, 0, -6
-1,-5:-4, 2, 0, -8, -4, -2, -14, 0, -6, 0, -4
-1,-5:-4, 2, 0, -8, -4, -2, -14, 0, -6, 0, -2
-1,-5:-4, 2, 0, -8, -4, -2, -14, 0, 0, -12, -2
-1,-5:-4, 2, 0, -8, -4, -2, -14, 0, 0, -2, -12
-1,-5:-4, 2, 0, -8, -4, -2, -14, 0, 0, -2, -10
-1,-5:-4, 2, 0, -8, -4, -2, -14, 0, 0, -2, -8
-1,-5:-4, 2, 0, -8, -4, -2, -14, 8, 0, -6, -4
-1,-5:-4, 2, 0, -8, -4, -2, -14, 8, 0, -6, 6
-1,-5:-4, 2, 0, -8, -4, -2, -14, 8, 0, -2, -4
-1,-5:-4, 2, 0, -8, -4, -2, -14, 8, 0, -2, -2
-1,-5:-4, 2, 0, -8, -4, -2, -14, 8, 0, -2, 0
-1,-5:-4, 2, 0, -8, -4, -2, -14, 8, 0, 0, -8
-1,-5:-4, 2, 0, -8, -4, -2, -10, -2, 0, -14, 2
-1,-5:-4, 2, 0, -8, -4, -2, -10, -2, 0, -14, 4
13,-13:-4, 2, 0, -8, 4, -36, -18, -24, -18, -14, -4
32,-19:-4, 2, 0, -8, 4, -32, -18, -12, -26, -16, -46
29,-20:-4, 2, 0, -8, 4, -32, -18, -12, -26, -16, -38
4,-20:-4, 2, 0, -8, 4, -32, -18, -12, -24, -28, -24
4,-20:-4, 2, 0, -8, 4, -32, -18, -12, -24, -28, -22
4,-20:-4, 2, 0, -8, 4, -32, -18, -12, -24, -28, -20
9,-6:-4, 2, 0, -8, 4, -28, -18, -28, -8, -16, -28
-3,-10:-4, 2, 0, -8, 4, -24, -12, -20, -18, -6, -8
14,-18:-4, 2, 0, -8, 4, -22, -16, -16, -22, -22, -18
14,-18:-4, 2, 0, -8, 4, -22, -16, -16, -22, -22, -8
14,-18:-4, 2, 0, -8, 4, -22, -16, -16, -14, -20, -16
14,-18:-4, 2, 0, -8, 4, -22, -16, -16, -14, -20, -6
14,-18:-4, 2, 0, -8, 4, -22, -16, -16, -14, -6, -20
14,-18:-4, 2, 0, -8, 4, -22, -16, -16, -14, -6, -16
14,-18:-4, 2, 0, -8, 4, -18, -24, -18, -14, -14, -26
14,-18:-4, 2, 0, -8, 4, -18, -24, -18, -14, -14, -16
14,-18:-4, 2, 0, -8, 4, -18, -24, -10, -10, -6, -22
-3,-8:-4, 2, 0, -8, 4, -18, -20, -20, -18, -12, -14
-3,-8:-4, 2, 0, -8, 4, -18, -20, -20, -18, -12, -12
14,-18:-4, 2, 0, -8, 4, -18, -12, -16, -26, -16, -22
14,-18:-4, 2, 0, -8, 4, -18, -12, -16, -26, -16, -20
14,-18:-4, 2, 0, -8, 4, -18, -12, -16, -26, -16, -18
14,-18:-4, 2, 0, -8, 4, -18, -12, -16, -16, -14, -22
17,16:-4, 2, 2, -14, -10, 4, -2, 2, 0, 2, 2
13,-4:-4, 2, 2, -14, 6, -12, -18, -14, -16, -14, -14
12,5:-4, 2, 2, -8, -16, -16, -16, -22, -30, 4, 6
12,5:-4, 2, 2, -8, -16, -16, -16, -22, -30, 4, 10
12,5:-4, 2, 2, -8, -16, -16, -16, -22, 4, 6, -30
12,5:-4, 2, 2, -8, -16, -16, -16, -22, 4, 6, -26
5,9:-4, 2, 2, -8, -16, -16, -10, -6, -22, 0, -20
5,9:-4, 2, 2, -8, -16, -16, -10, -6, -22, 0, -18
5,9:-4, 2, 2, -8, -16, -16, -10, -6, -22, 0, -16
5,9:-4, 2, 2, -8, -16, -16, -10, -6, -18, 2, -4
5,9:-4, 2, 2, -8, -16, -16, -10, -6, -18, 2, 2
9,6:-4, 2, 2, -8, -16, -12, 4, -24, 2, 8, 6
9,6:-4, 2, 2, -8, -16, -12, 4, -24, 2, 8, 8
9,-5:-4, 2, 2, -8, -14, -16, -16, -22, -28, 4, -24
9,-5:-4, 2, 2, -8, -14, -16, -16, -22, -28, 4, -22
9,-5:-4, 2, 2, -8, -14, -16, -16, -22, -28, 4, -20
7,-3:-4, 2, 2, -8, -4, -16, -10, -2, -10, -20, -6
7,-3:-4, 2, 2, -8, -4, -16, -10, -2, -10, -20, -2
12,-5:-4, 2, 2, -8, 2, -6, -6, 0, 4, -2, 0
8,-6:-4, 2, 6, -14, -22, -14, -18, -8, 4, 8, -4
8,-6:-4, 2, 6, -14, -22, -14, -18, -8, 4, 8, 0
7,5:-4, 2, 6, -14, -22, -8, -12, -18, -8, 2, -8
18,4:-4, 2, 6, -14, -18, 2, -12, -4, 2, 18, -6
11,12:-4, 2, 6, -8, -16, -16, -10, 6, -24, -8, 6
5,-7:-4, 2, 6, -8, -14, -14, 6, 4, -14, 0, -2
-3,1:-4, 2, 6, -8, -14, 2, -4, -2, -6, -14, 4
-3,1:-4, 2, 6, -8, -14, 2, -4, -2, -6, -14, 6
-3,1:-4, 2, 6, -8, -14, 2, -4, -2, -6, -14, 8
-3,1:-4, 2, 6, -8, -14, 2, -4, -2, -6, 4, -14
-3,1:-4, 2, 6, -8, -14, 2, -4, -2, -6, 4, -12
-3,1:-4, 2, 6, -8, -14, 2, -4, -2, -6, 4, -10
-4,-4:-4, 2, 6, -8, -14, 4, 0, -2, -4, 10, -2
-4,-4:-4, 2, 6, -8, -14, 4, 0, -2, -4, 10, 0
-4,-4:-4, 2, 6, -8, -14, 4, 0, -2, -4, 10, 2
3,-7:-4, 2, 6, -8, 6, -2, -16, -26, -20, -2, 0
3,-7:-4, 2, 6, -8, 6, -2, -16, -26, -20, -2, 2
3,-7:-4, 2, 6, -8, 6, -2, -16, -26, -20, -2, 4
3,-7:-4, 2, 6, -8, 6, -2, -16, -24, -16, -20, -24
3,-7:-4, 2, 6, -8, 6, -2, -16, -24, -16, -20, -22
3,-7:-4, 2, 6, -8, 6, -2, -16, -24, -16, -20, -20
3,-7:-4, 2, 6, -8, 6, -2, -16, -18, -26, -14, -10
3,-7:-4, 2, 6, -8, 6, -2, -16, -18, -26, -14, -8
3,-7:-4, 2, 6, -8, 6, -2, -16, -18, -26, -14, -6
3,-7:-4, 2, 6, -8, 6, -2, -16, -18, -20, -32, -28
3,-7:-4, 2, 6, -8, 6, -2, -16, -18, -20, -32, -26
3,-7:-4, 2, 6, -8, 6, -2, -16, -18, -20, -14, -28
3,-7:-4, 2, 6, -8, 6, -2, -16, -18, -6, -6, -14
3,-7:-4, 2, 6, -8, 6, -2, -16, -18, -6, -6, -2
3,-7:-4, 2, 6, -8, 6, -2, -16, -8, -14, -24, -28
3,-7:-4, 2, 6, -8, 6, -2, -16, -8, -14, -24, -24
3,-7:-4, 2, 6, -8, 6, -2, -16, -8, -14, -24, -16
3,-7:-4, 2, 6, -8, 6, -2, -6, -16, -16, -18, -10
3,-7:-4, 2, 6, -8, 6, -2, -6, -16, -6, -16, -14
3,-7:-4, 2, 6, -8, 6, -2, -6, -16, -6, -16, -12
3,-7:-4, 2, 6, -8, 6, -2, -6, -16, -6, -16, -10
3,-7:-4, 2, 6, -8, 6, -2, -6, -6, -16, -12, -8
3,-7:-4, 2, 6, -8, 6, -2, -6, -6, -16, -12, 2
3,-7:-4, 2, 6, -8, 6, -2, -6, -6, -14, 4, -10
3,-7:-4, 2, 6, -8, 6, -2, -6, -6, -14, 4, -6
3,-7:-4, 2, 6, -8, 6, -2, -6, -6, -4, -10, -6
3,-7:-4, 2, 6, -8, 6, -2, -6, -6, -4, -10, 4
3,-7:-4, 2, 6, -8, 6, -2, -6, -6, 4, -28, -6
3,-7:-4, 2, 6, -8, 6, -2, -6, -6, 4, -28, -4
3,-7:-4, 2, 6, -8, 6, -2, -6, -6, 4, -28, -2
3,-7:-4, 2, 6, -8, 6, -2, -6, -6, 4, -6, -28
3,-7:-4, 2, 6, -8, 6, -2, -6, -6, 4, -6, -26
3,-7:-4, 2, 6, -8, 6, -2, -6, -6, 4, -6, -24
0,2:-4, 2, 6, -8, 6, 4, -18, -20, -18, -18, 10
5,-7:-4, 2, 6, 0, -8, -14, -14, 4, -14, 0, 2
5,-7:-4, 2, 6, 0, -8, -14, -14, 4, -14, 0, 12
5,-7:-4, 2, 6, 0, -8, -14, -14, 4, -14, 8, -6
5,-7:-4, 2, 6, 0, -8, -14, -14, 4, -14, 8, -2
0,4:-4, 2, 6, 0, -8, -14, -8, -4, -10, -14, 10
0,4:-4, 2, 6, 0, -8, -14, -8, -4, -10, 10, -14
0,4:-4, 2, 6, 0, -8, -14, -8, -4, -10, 10, -4
0,4:-4, 2, 6, 0, -8, -14, -8, -4, 10, -4, -10
0,4:-4, 2, 6, 0, -8, -14, -8, -4, 10, -4, -6
14,-5:-4, 2, 6, 0, -8, -14, 2, -4, -14, 10, -10
0,16:-4, 2, 6, 0, -8, -4, -10, -14, -2, 6, -10
9,5:-4, 2, 6, 0, -8, -4, -10, 14, 18, 12, 12
13,2:-4, 2, 6, 0, -8, -4, 14, 12, -8, 0, -6
10,1:-4, 2, 6, 0, -8, -4, 14, 12, -8, 8, 2
10,1:-4, 2, 6, 0, -8, -4, 14, 12, -8, 8, 4
10,1:-4, 2, 6, 0, -8, -4, 14, 12, -8, 8, 6
9,5:-4, 2, 6, 0, -8, -4, 14, 18, 12, 12, -10
10,1:-4, 2, 6, 0, -8, 6, 6, 0, 6, 6, 10
7,7:-4, 2, 6, 0, -8, 6, 8, -2, 4, 0, 0
21,6:-4, 2, 6, 0, -4, -22, -22, -12, 2, -4, 8
21,6:-4, 2, 6, 0, -4, -22, -22, -12, 2, -4, 10
21,6:-4, 2, 6, 0, -4, -22, -22, -12, 2, -4, 12
14,5:-4, 2, 6, 0, -4, -22, -22, -6, -36, -20, -4
14,5:-4, 2, 6, 0, -4, -22, -22, -6, -36, -20, -2
14,5:-4, 2, 6, 0, -4, -22, -22, -6, -36, -4, -20
14,5:-4, 2, 6, 0, -4, -22, -22, -6, -36, -4, -18
14,5:-4, 2, 6, 0, -4, -22, -22, -6, -36, -4, -16
14,5:-4, 2, 6, 0, -4, -22, -22, -6, -20, -4, -36
14,5:-4, 2, 6, 0, -4, -22, -22, -6, -20, -4, -26
14,5:-4, 2, 6, 0, -4, -22, -6, -36, -20, -4, -22
14,5:-4, 2, 6, 0, -4, -22, -6, -36, -20, -4, -20
14,5:-4, 2, 6, 0, -4, -22, -6, -36, -20, -4, -18
14,5:-4, 2, 6, 0, -4, -6, -36, -20, -16, -4, -20
14,5:-4, 2, 6, 0, -4, -6, -36, -20, -16, -4, -16
2,-5:-4, 2, 6, 0, 8, 14, 8, -2, 10, -6, -4
2,-5:-4, 2, 6, 0, 8, 14, 8, -2, 10, -6, 2
2,-5:-4, 2, 6, 0, 8, 14, 8, -2, 10, -6, 6
0,1:-4, 2, 6, 4, 10, -8, -4, -10, -8, -8, -8
5,-7:-4, 2, 6, 4, 10, -8, -4, -10, -8, -4, -8
11,-6:-4, 2, 6, 4, 10, -8, -4, 0, -6, -12, -10
11,-6:-4, 2, 6, 4, 10, -8, -4, 0, -6, -12, -6
8,-7:-4, 2, 6, 4, 10, -8, -4, 0, -6, -8, -4
8,-7:-4, 2, 6, 4, 10, -8, -4, 0, -6, -8, -2
8,-7:-4, 2, 6, 4, 10, -8, -4, 0, -6, -8, 0
14,-5:-4, 2, 6, 4, 10, -8, -4, 0, -2, -12, -14
16,11:-4, 2, 6, 6, 2, -8, -16, 12, 12, 6, 6
7,-6:-4, 2, 6, 6, 2, -8, -14, 2, -4, 2, -8
4,-7:-4, 2, 6, 6, 2, -8, -14, 2, -4, 2, -2
4,-7:-4, 2, 6, 6, 2, -8, -14, 2, -4, 2, 0
4,-7:-4, 2, 6, 6, 2, -8, -14, 2, -4, 2, 2
1,-7:-4, 2, 6, 6, 2, -8, 2, -6, 4, 2, 6
1,11:-4, 2, 6, 6, 2, -4, -14, 12, 12, -6, -6
1,11:-4, 2, 6, 6, 2, -4, -14, 12, 12, -6, -4
1,11:-4, 2, 6, 6, 2, -4, -14, 12, 12, -6, -2
1,11:-4, 2, 6, 6, 2, -4, 12, 12, -6, -6, -14
1,11:-4, 2, 6, 6, 2, -4, 12, 12, -6, -6, -4
14,16:-4, 2, 6, 6, 12, -14, -20, -6, 2, 4, 4
-3,9:-4, 2, 6, 6, 12, -14, 10, 10, 4, -6, -8
-3,9:-4, 2, 6, 6, 12, 10, 10, 4, -8, -6, -12
-3,9:-4, 2, 6, 6, 12, 10, 10, 4, -8, -6, -4
-3,9:-4, 2, 6, 6, 12, 10, 10, 4, -8, 0, -6
-3,9:-4, 2, 6, 6, 12, 10, 10, 4, -8, 0, 0
-3,9:-4, 2, 6, 6, 12, 10, 10, 4, -8, 0, 2
-3,9:-4, 2, 6, 6, 12, 10, 10, 4, -8, 4, 0
-3,9:-4, 2, 6, 6, 12, 10, 10, 4, -8, 4, 2
-2,-1:-4, 2, 6, 6, 12, 18, 8, 6, 0, -16, 8
-2,-1:-4, 2, 6, 6, 12, 18, 8, 6, 0, -16, 12
-2,-1:-4, 2, 6, 6, 12, 18, 8, 6, 0, 8, -16
-2,-1:-4, 2, 6, 6, 12, 18, 8, 6, 0, 8, -6
-1,2:-4, 4, -10, -12, 6, -14, 6, -2, 14, -6, -10
-4,5:-4, 4, -10, -12, 6, -14, 6, 0, -2, -6, -6
-4,5:-4, 4, -10, -12, 6, -14, 6, 0, -2, -6, -2
-4,5:-4, 4, -10, -12, 6, -14, 6, 0, 2, 0, 0
-4,5:-4, 4, -10, -12, 6, -14, 6, 0, 2, 0, 2
-4,5:-4, 4, -10, -12, 6, -14, 6, 0, 2, 0, 4
-1,6:-4, 4, -10, -12, 6, -14, 6, 0, 2, 12, -4
-6,8:-4, 4, -10, -12, 6, -4, -14, -2, -10, 14, -4
-6,8:-4, 4, -10, -12, 6, -4, -14, -2, -10, 14, -2
-8,12:-4, 4, -10, -12, 6, -4, -14, 2, 12, -6, 14
-8,12:-4, 4, -10, -12, 6, -4, -14, 2, 12, 14, -6
-8,12:-4, 4, -10, -12, 6, -4, -14, 2, 12, 14, 4
